# WX font language scan cache v2 (tab-separated). Regenerated by bridge “Rescan fonts”.
.New York Numeric Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Ultra Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Regular	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Regular G1	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Regular G2	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Regular G3	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Regular G4	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Regular Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Regular Italic G1	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Regular Italic G2	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Regular Italic G3	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Regular Italic G4	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Semibold	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Semibold Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Soft Numeric Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
